# Amusement Detection Log
# Date: 2026-01-06 15:07:04
# Subject: Maria
# Age: 22
# Gender: Female
------------------------------
time, video_id, au25, au12, au6, audio, smile, laughter, amusement
00:17, wqMQNIlzdGk, 0.163, 0.246, 0.406, 0.524, 0.326, 0.333, 0.330
00:17, wqMQNIlzdGk, 0.166, 0.248, 0.352, 0.641, 0.300, 0.341, 0.325
00:17, wqMQNIlzdGk, 0.167, 0.248, 0.303, 0.722, 0.275, 0.343, 0.316
00:17, wqMQNIlzdGk, 0.167, 0.246, 0.254, 0.780, 0.250, 0.340, 0.304
00:18, wqMQNIlzdGk, 0.166, 0.242, 0.210, 0.820, 0.226, 0.333, 0.290
00:18, wqMQNIlzdGk, 0.140, 0.219, 0.177, 0.848, 0.198, 0.316, 0.269
00:18, wqMQNIlzdGk, 0.104, 0.195, 0.150, 0.867, 0.172, 0.298, 0.248
00:18, wqMQNIlzdGk, 0.079, 0.178, 0.136, 0.881, 0.157, 0.286, 0.234
00:18, wqMQNIlzdGk, 0.061, 0.166, 0.129, 0.914, 0.147, 0.283, 0.229
00:18, wqMQNIlzdGk, 0.051, 0.158, 0.125, 0.938, 0.141, 0.283, 0.226
00:18, wqMQNIlzdGk, 0.054, 0.155, 0.129, 0.954, 0.142, 0.287, 0.229
00:18, wqMQNIlzdGk, 0.071, 0.156, 0.133, 0.965, 0.144, 0.294, 0.234
00:18, wqMQNIlzdGk, 0.087, 0.164, 0.137, 0.973, 0.150, 0.302, 0.241
00:18, wqMQNIlzdGk, 0.101, 0.174, 0.135, 0.979, 0.155, 0.309, 0.247
00:18, wqMQNIlzdGk, 0.111, 0.183, 0.132, 0.983, 0.158, 0.313, 0.251
00:18, wqMQNIlzdGk, 0.117, 0.189, 0.127, 0.986, 0.158, 0.315, 0.252
00:18, wqMQNIlzdGk, 0.123, 0.194, 0.120, 0.744, 0.157, 0.268, 0.223
00:18, wqMQNIlzdGk, 0.127, 0.196, 0.117, 0.576, 0.157, 0.235, 0.204
00:18, wqMQNIlzdGk, 0.132, 0.200, 0.118, 0.457, 0.159, 0.213, 0.191
00:18, wqMQNIlzdGk, 0.135, 0.203, 0.119, 0.375, 0.161, 0.198, 0.183
00:19, wqMQNIlzdGk, 0.135, 0.208, 0.120, 0.317, 0.164, 0.189, 0.179
00:19, wqMQNIlzdGk, 0.134, 0.212, 0.119, 0.276, 0.165, 0.181, 0.175
00:19, wqMQNIlzdGk, 0.133, 0.214, 0.118, 0.248, 0.166, 0.176, 0.172
00:19, wqMQNIlzdGk, 0.134, 0.215, 0.118, 0.228, 0.167, 0.172, 0.170
00:19, wqMQNIlzdGk, 0.134, 0.215, 0.117, 0.176, 0.166, 0.162, 0.163
00:19, wqMQNIlzdGk, 0.132, 0.215, 0.119, 0.139, 0.167, 0.154, 0.159
00:19, wqMQNIlzdGk, 0.128, 0.212, 0.120, 0.113, 0.166, 0.148, 0.155
00:19, wqMQNIlzdGk, 0.124, 0.210, 0.121, 0.095, 0.166, 0.143, 0.152
00:19, wqMQNIlzdGk, 0.120, 0.210, 0.121, 0.083, 0.165, 0.140, 0.150
00:19, wqMQNIlzdGk, 0.117, 0.210, 0.125, 0.074, 0.167, 0.139, 0.150
00:19, wqMQNIlzdGk, 0.114, 0.211, 0.128, 0.068, 0.169, 0.138, 0.151
00:19, wqMQNIlzdGk, 0.113, 0.214, 0.131, 0.064, 0.172, 0.139, 0.152
00:19, wqMQNIlzdGk, 0.113, 0.217, 0.132, 0.314, 0.174, 0.190, 0.184
00:19, wqMQNIlzdGk, 0.116, 0.224, 0.132, 0.490, 0.178, 0.228, 0.208
00:19, wqMQNIlzdGk, 0.118, 0.227, 0.135, 0.613, 0.181, 0.255, 0.225
00:19, wqMQNIlzdGk, 0.120, 0.224, 0.317, 0.699, 0.271, 0.326, 0.304
00:20, wqMQNIlzdGk, 0.106, 0.212, 0.424, 0.759, 0.318, 0.364, 0.345
00:20, wqMQNIlzdGk, 0.094, 0.191, 0.417, 0.801, 0.304, 0.361, 0.338
00:20, wqMQNIlzdGk, 0.080, 0.173, 0.379, 0.831, 0.276, 0.348, 0.319
00:20, wqMQNIlzdGk, 0.069, 0.151, 0.330, 0.851, 0.241, 0.329, 0.293
00:20, wqMQNIlzdGk, 0.062, 0.135, 0.286, 0.862, 0.210, 0.311, 0.271
00:20, wqMQNIlzdGk, 0.057, 0.124, 0.248, 0.869, 0.186, 0.297, 0.253
00:20, wqMQNIlzdGk, 0.061, 0.119, 0.219, 0.874, 0.169, 0.288, 0.241
00:20, wqMQNIlzdGk, 0.072, 0.130, 0.194, 0.878, 0.162, 0.287, 0.237
00:20, wqMQNIlzdGk, 0.085, 0.145, 0.173, 0.880, 0.159, 0.288, 0.237
00:20, wqMQNIlzdGk, 0.097, 0.161, 0.157, 0.882, 0.159, 0.291, 0.238
00:20, wqMQNIlzdGk, 0.107, 0.173, 0.144, 0.883, 0.159, 0.293, 0.239
00:20, wqMQNIlzdGk, 0.116, 0.185, 0.137, 0.884, 0.161, 0.297, 0.242
00:20, wqMQNIlzdGk, 0.123, 0.193, 0.133, 0.805, 0.163, 0.283, 0.235
00:20, wqMQNIlzdGk, 0.129, 0.199, 0.130, 0.750, 0.165, 0.275, 0.231
00:20, wqMQNIlzdGk, 0.133, 0.204, 0.127, 0.712, 0.166, 0.268, 0.227
00:21, wqMQNIlzdGk, 0.136, 0.209, 0.124, 0.685, 0.166, 0.264, 0.225
00:21, wqMQNIlzdGk, 0.137, 0.212, 0.123, 0.666, 0.167, 0.261, 0.224
00:21, wqMQNIlzdGk, 0.139, 0.210, 0.120, 0.653, 0.165, 0.257, 0.220
00:21, wqMQNIlzdGk, 0.140, 0.210, 0.116, 0.643, 0.163, 0.254, 0.218
00:21, wqMQNIlzdGk, 0.140, 0.210, 0.112, 0.542, 0.161, 0.233, 0.204
00:21, wqMQNIlzdGk, 0.141, 0.212, 0.100, 0.470, 0.156, 0.216, 0.192
00:21, wqMQNIlzdGk, 0.142, 0.212, 0.095, 0.420, 0.154, 0.205, 0.184
00:21, wqMQNIlzdGk, 0.143, 0.213, 0.094, 0.385, 0.154, 0.198, 0.180
00:21, wqMQNIlzdGk, 0.143, 0.214, 0.094, 0.361, 0.154, 0.193, 0.178
00:21, wqMQNIlzdGk, 0.144, 0.215, 0.095, 0.344, 0.155, 0.191, 0.176
00:21, wqMQNIlzdGk, 0.144, 0.216, 0.095, 0.332, 0.156, 0.189, 0.176
00:21, wqMQNIlzdGk, 0.144, 0.217, 0.094, 0.324, 0.156, 0.187, 0.175
00:21, wqMQNIlzdGk, 0.141, 0.219, 0.089, 0.232, 0.154, 0.167, 0.162
00:21, wqMQNIlzdGk, 0.138, 0.219, 0.085, 0.169, 0.152, 0.152, 0.152
00:21, wqMQNIlzdGk, 0.134, 0.219, 0.084, 0.124, 0.151, 0.142, 0.146
00:22, wqMQNIlzdGk, 0.118, 0.215, 0.084, 0.093, 0.150, 0.132, 0.139
00:22, wqMQNIlzdGk, 0.095, 0.210, 0.084, 0.071, 0.147, 0.122, 0.132
00:22, wqMQNIlzdGk, 0.074, 0.202, 0.085, 0.055, 0.143, 0.112, 0.124
00:22, wqMQNIlzdGk, 0.058, 0.194, 0.087, 0.045, 0.141, 0.105, 0.119
00:22, wqMQNIlzdGk, 0.046, 0.188, 0.088, 0.037, 0.138, 0.099, 0.115
00:22, wqMQNIlzdGk, 0.036, 0.181, 0.090, 0.041, 0.136, 0.097, 0.112
00:22, wqMQNIlzdGk, 0.030, 0.177, 0.091, 0.044, 0.134, 0.095, 0.110
00:22, wqMQNIlzdGk, 0.025, 0.173, 0.091, 0.046, 0.132, 0.093, 0.109
00:22, wqMQNIlzdGk, 0.021, 0.170, 0.089, 0.047, 0.130, 0.091, 0.107
00:22, wqMQNIlzdGk, 0.017, 0.169, 0.092, 0.048, 0.131, 0.091, 0.107
00:22, wqMQNIlzdGk, 0.013, 0.170, 0.092, 0.049, 0.131, 0.091, 0.107
00:22, wqMQNIlzdGk, 0.010, 0.171, 0.089, 0.049, 0.130, 0.090, 0.106
00:22, wqMQNIlzdGk, 0.009, 0.171, 0.086, 0.049, 0.129, 0.089, 0.105
00:22, wqMQNIlzdGk, 0.008, 0.172, 0.083, 0.039, 0.127, 0.086, 0.102
00:22, wqMQNIlzdGk, 0.007, 0.171, 0.078, 0.032, 0.125, 0.083, 0.099
00:22, wqMQNIlzdGk, 0.006, 0.170, 0.075, 0.027, 0.122, 0.080, 0.097
00:23, wqMQNIlzdGk, 0.006, 0.170, 0.074, 0.023, 0.122, 0.079, 0.096
00:23, wqMQNIlzdGk, 0.006, 0.169, 0.076, 0.021, 0.122, 0.079, 0.096
00:23, wqMQNIlzdGk, 0.006, 0.169, 0.075, 0.019, 0.122, 0.078, 0.096
00:23, wqMQNIlzdGk, 0.007, 0.168, 0.074, 0.018, 0.121, 0.077, 0.095
00:23, wqMQNIlzdGk, 0.007, 0.167, 0.073, 0.017, 0.120, 0.077, 0.094
00:23, wqMQNIlzdGk, 0.007, 0.166, 0.071, 0.012, 0.118, 0.075, 0.092
00:23, wqMQNIlzdGk, 0.008, 0.166, 0.066, 0.009, 0.116, 0.073, 0.090
00:23, wqMQNIlzdGk, 0.008, 0.166, 0.063, 0.007, 0.114, 0.071, 0.089
00:23, wqMQNIlzdGk, 0.008, 0.166, 0.062, 0.005, 0.114, 0.071, 0.088
00:23, wqMQNIlzdGk, 0.009, 0.166, 0.061, 0.004, 0.113, 0.071, 0.088
00:23, wqMQNIlzdGk, 0.009, 0.166, 0.060, 0.003, 0.113, 0.070, 0.087
00:23, wqMQNIlzdGk, 0.009, 0.166, 0.062, 0.003, 0.114, 0.071, 0.088
00:23, wqMQNIlzdGk, 0.009, 0.167, 0.062, 0.002, 0.114, 0.071, 0.088
00:23, wqMQNIlzdGk, 0.010, 0.168, 0.062, 0.002, 0.115, 0.072, 0.089
00:23, wqMQNIlzdGk, 0.010, 0.170, 0.061, 0.002, 0.116, 0.072, 0.089
00:24, wqMQNIlzdGk, 0.010, 0.171, 0.061, 0.002, 0.116, 0.072, 0.089
00:24, wqMQNIlzdGk, 0.010, 0.170, 0.060, 0.002, 0.115, 0.072, 0.089
00:24, wqMQNIlzdGk, 0.010, 0.170, 0.058, 0.003, 0.114, 0.071, 0.088
00:24, wqMQNIlzdGk, 0.010, 0.171, 0.057, 0.003, 0.114, 0.071, 0.088
00:24, wqMQNIlzdGk, 0.010, 0.170, 0.054, 0.003, 0.112, 0.070, 0.087
00:24, wqMQNIlzdGk, 0.010, 0.170, 0.052, 0.002, 0.111, 0.069, 0.086
00:24, wqMQNIlzdGk, 0.010, 0.170, 0.053, 0.002, 0.111, 0.069, 0.086
00:24, wqMQNIlzdGk, 0.010, 0.170, 0.053, 0.001, 0.112, 0.069, 0.086
00:24, wqMQNIlzdGk, 0.010, 0.171, 0.052, 0.001, 0.112, 0.069, 0.086
00:24, wqMQNIlzdGk, 0.010, 0.172, 0.050, 0.001, 0.111, 0.069, 0.086
00:24, wqMQNIlzdGk, 0.010, 0.172, 0.050, 0.001, 0.111, 0.069, 0.086
00:24, wqMQNIlzdGk, 0.010, 0.172, 0.038, 0.001, 0.105, 0.065, 0.081
00:24, wqMQNIlzdGk, 0.010, 0.171, 0.030, 0.001, 0.101, 0.063, 0.078
00:24, wqMQNIlzdGk, 0.010, 0.170, 0.028, 0.002, 0.099, 0.062, 0.077
00:24, wqMQNIlzdGk, 0.011, 0.168, 0.026, 0.003, 0.097, 0.061, 0.075
00:25, wqMQNIlzdGk, 0.011, 0.167, 0.025, 0.004, 0.096, 0.061, 0.075
00:25, wqMQNIlzdGk, 0.011, 0.166, 0.024, 0.004, 0.095, 0.060, 0.074
00:25, wqMQNIlzdGk, 0.012, 0.166, 0.023, 0.005, 0.095, 0.060, 0.074
00:00, dGU5_UUalPA, 0.011, 0.181, 0.149, 0.010, 0.165, 0.103, 0.128
00:00, dGU5_UUalPA, 0.011, 0.180, 0.160, 0.010, 0.170, 0.106, 0.132
00:00, dGU5_UUalPA, 0.010, 0.179, 0.170, 0.010, 0.174, 0.109, 0.135
00:00, dGU5_UUalPA, 0.010, 0.178, 0.178, 0.010, 0.178, 0.111, 0.138
00:00, dGU5_UUalPA, 0.010, 0.180, 0.180, 0.010, 0.180, 0.112, 0.139
00:00, dGU5_UUalPA, 0.010, 0.182, 0.181, 0.010, 0.182, 0.113, 0.140
00:00, dGU5_UUalPA, 0.009, 0.183, 0.181, 0.010, 0.182, 0.113, 0.141
00:00, dGU5_UUalPA, 0.009, 0.184, 0.180, 0.010, 0.182, 0.113, 0.140
00:00, dGU5_UUalPA, 0.008, 0.184, 0.179, 0.299, 0.181, 0.170, 0.175
00:00, dGU5_UUalPA, 0.008, 0.184, 0.178, 0.502, 0.181, 0.211, 0.199
00:00, dGU5_UUalPA, 0.008, 0.185, 0.175, 0.643, 0.180, 0.238, 0.215
00:00, dGU5_UUalPA, 0.007, 0.187, 0.176, 0.743, 0.181, 0.259, 0.228
00:00, dGU5_UUalPA, 0.008, 0.188, 0.176, 0.812, 0.182, 0.273, 0.237
00:01, dGU5_UUalPA, 0.007, 0.190, 0.176, 0.861, 0.183, 0.284, 0.243
00:01, dGU5_UUalPA, 0.006, 0.195, 0.179, 0.895, 0.187, 0.292, 0.250
00:01, dGU5_UUalPA, 0.028, 0.213, 0.175, 0.919, 0.194, 0.306, 0.261
00:01, dGU5_UUalPA, 0.058, 0.242, 0.176, 0.935, 0.209, 0.324, 0.278
00:01, dGU5_UUalPA, 0.086, 0.281, 0.190, 0.953, 0.235, 0.349, 0.304
00:01, dGU5_UUalPA, 0.112, 0.315, 0.207, 0.965, 0.261, 0.372, 0.328
00:01, dGU5_UUalPA, 0.130, 0.345, 0.223, 0.973, 0.284, 0.391, 0.348
00:01, dGU5_UUalPA, 0.144, 0.367, 0.233, 0.979, 0.300, 0.405, 0.363
00:01, dGU5_UUalPA, 0.154, 0.382, 0.237, 0.983, 0.310, 0.413, 0.372
00:01, dGU5_UUalPA, 0.161, 0.393, 0.241, 0.986, 0.317, 0.420, 0.378
00:01, dGU5_UUalPA, 0.166, 0.403, 0.246, 0.988, 0.325, 0.426, 0.385
00:01, dGU5_UUalPA, 0.170, 0.411, 0.255, 0.990, 0.333, 0.432, 0.392
00:01, dGU5_UUalPA, 0.172, 0.414, 0.260, 0.992, 0.337, 0.435, 0.396
00:01, dGU5_UUalPA, 0.173, 0.414, 0.265, 0.994, 0.339, 0.437, 0.398
00:01, dGU5_UUalPA, 0.175, 0.413, 0.266, 0.995, 0.340, 0.438, 0.399
00:01, dGU5_UUalPA, 0.178, 0.414, 0.269, 0.996, 0.341, 0.440, 0.400
00:02, dGU5_UUalPA, 0.180, 0.414, 0.274, 0.997, 0.344, 0.442, 0.403
00:02, dGU5_UUalPA, 0.181, 0.413, 0.275, 0.997, 0.344, 0.442, 0.403
00:02, dGU5_UUalPA, 0.180, 0.412, 0.278, 0.997, 0.345, 0.443, 0.404
00:02, dGU5_UUalPA, 0.180, 0.412, 0.279, 0.998, 0.346, 0.443, 0.404
00:02, dGU5_UUalPA, 0.181, 0.411, 0.272, 0.998, 0.342, 0.441, 0.401
00:02, dGU5_UUalPA, 0.180, 0.409, 0.272, 0.998, 0.340, 0.440, 0.400
00:02, dGU5_UUalPA, 0.180, 0.411, 0.275, 0.998, 0.343, 0.441, 0.402
00:02, dGU5_UUalPA, 0.181, 0.414, 0.270, 0.999, 0.342, 0.441, 0.401
00:02, dGU5_UUalPA, 0.182, 0.412, 0.279, 0.999, 0.346, 0.444, 0.404
00:02, dGU5_UUalPA, 0.185, 0.414, 0.293, 0.999, 0.353, 0.449, 0.411
00:02, dGU5_UUalPA, 0.188, 0.416, 0.298, 0.999, 0.357, 0.452, 0.414
00:02, dGU5_UUalPA, 0.216, 0.415, 0.287, 0.998, 0.351, 0.453, 0.412
00:02, dGU5_UUalPA, 0.252, 0.406, 0.275, 0.997, 0.341, 0.454, 0.409
00:02, dGU5_UUalPA, 0.294, 0.403, 0.283, 0.996, 0.343, 0.464, 0.415
00:02, dGU5_UUalPA, 0.316, 0.412, 0.282, 0.996, 0.347, 0.470, 0.421
00:03, dGU5_UUalPA, 0.328, 0.421, 0.268, 0.996, 0.345, 0.472, 0.421
00:03, dGU5_UUalPA, 0.331, 0.433, 0.273, 0.995, 0.353, 0.477, 0.427
00:03, dGU5_UUalPA, 0.336, 0.444, 0.281, 0.995, 0.362, 0.484, 0.435
00:03, dGU5_UUalPA, 0.338, 0.450, 0.289, 0.995, 0.370, 0.489, 0.441
00:03, dGU5_UUalPA, 0.341, 0.452, 0.299, 0.995, 0.375, 0.493, 0.446
00:03, dGU5_UUalPA, 0.348, 0.451, 0.305, 0.954, 0.378, 0.487, 0.444
00:03, dGU5_UUalPA, 0.355, 0.452, 0.313, 0.925, 0.382, 0.485, 0.444
00:03, dGU5_UUalPA, 0.364, 0.452, 0.333, 0.905, 0.392, 0.489, 0.450
00:03, dGU5_UUalPA, 0.374, 0.450, 0.373, 0.891, 0.411, 0.500, 0.464
00:03, dGU5_UUalPA, 0.386, 0.446, 0.403, 0.881, 0.424, 0.508, 0.475
00:03, dGU5_UUalPA, 0.393, 0.442, 0.411, 0.874, 0.427, 0.509, 0.476
00:03, dGU5_UUalPA, 0.403, 0.445, 0.406, 0.869, 0.425, 0.510, 0.476
00:03, dGU5_UUalPA, 0.413, 0.440, 0.395, 0.866, 0.418, 0.506, 0.471
00:03, dGU5_UUalPA, 0.419, 0.440, 0.388, 0.883, 0.414, 0.509, 0.471
00:03, dGU5_UUalPA, 0.423, 0.441, 0.371, 0.895, 0.406, 0.507, 0.467
00:03, dGU5_UUalPA, 0.428, 0.447, 0.363, 0.903, 0.405, 0.509, 0.468
00:03, dGU5_UUalPA, 0.432, 0.448, 0.356, 0.909, 0.402, 0.509, 0.466
00:04, dGU5_UUalPA, 0.423, 0.451, 0.359, 0.913, 0.405, 0.510, 0.468
00:04, dGU5_UUalPA, 0.412, 0.460, 0.364, 0.916, 0.412, 0.513, 0.473
00:04, dGU5_UUalPA, 0.387, 0.463, 0.366, 0.918, 0.415, 0.510, 0.472
00:04, dGU5_UUalPA, 0.357, 0.467, 0.365, 0.920, 0.416, 0.505, 0.470
00:04, dGU5_UUalPA, 0.342, 0.472, 0.379, 0.852, 0.426, 0.494, 0.467
00:04, dGU5_UUalPA, 0.348, 0.466, 0.382, 0.804, 0.424, 0.485, 0.461
00:04, dGU5_UUalPA, 0.364, 0.463, 0.392, 0.771, 0.427, 0.483, 0.461
00:04, dGU5_UUalPA, 0.383, 0.460, 0.391, 0.747, 0.426, 0.482, 0.459
00:04, dGU5_UUalPA, 0.398, 0.448, 0.395, 0.731, 0.421, 0.479, 0.456
00:04, dGU5_UUalPA, 0.409, 0.442, 0.395, 0.720, 0.419, 0.477, 0.454
00:04, dGU5_UUalPA, 0.421, 0.441, 0.386, 0.712, 0.414, 0.475, 0.450
00:04, dGU5_UUalPA, 0.425, 0.442, 0.398, 0.764, 0.420, 0.490, 0.462
00:04, dGU5_UUalPA, 0.421, 0.444, 0.394, 0.801, 0.419, 0.496, 0.465
00:04, dGU5_UUalPA, 0.414, 0.447, 0.378, 0.827, 0.412, 0.496, 0.462
00:05, dGU5_UUalPA, 0.409, 0.446, 0.371, 0.845, 0.409, 0.496, 0.461
00:05, dGU5_UUalPA, 0.391, 0.432, 0.316, 0.857, 0.374, 0.474, 0.434
00:05, dGU5_UUalPA, 0.346, 0.385, 0.250, 0.866, 0.318, 0.433, 0.387
00:05, dGU5_UUalPA, 0.285, 0.326, 0.192, 0.872, 0.259, 0.387, 0.336
00:05, dGU5_UUalPA, 0.213, 0.288, 0.144, 0.835, 0.216, 0.339, 0.290
00:05, dGU5_UUalPA, 0.150, 0.266, 0.101, 0.810, 0.184, 0.302, 0.255
00:05, dGU5_UUalPA, 0.108, 0.254, 0.071, 0.792, 0.162, 0.277, 0.231
00:05, dGU5_UUalPA, 0.079, 0.246, 0.049, 0.779, 0.148, 0.260, 0.215
00:05, dGU5_UUalPA, 0.058, 0.234, 0.035, 0.770, 0.134, 0.246, 0.201
00:05, dGU5_UUalPA, 0.044, 0.222, 0.024, 0.764, 0.123, 0.236, 0.191
00:05, dGU5_UUalPA, 0.036, 0.216, 0.017, 0.760, 0.117, 0.229, 0.184
00:05, dGU5_UUalPA, 0.031, 0.215, 0.015, 0.757, 0.115, 0.227, 0.182
00:05, dGU5_UUalPA, 0.029, 0.224, 0.021, 0.754, 0.123, 0.230, 0.187
00:05, dGU5_UUalPA, 0.035, 0.257, 0.039, 0.791, 0.148, 0.254, 0.212
00:05, dGU5_UUalPA, 0.050, 0.301, 0.061, 0.817, 0.181, 0.282, 0.242
00:05, dGU5_UUalPA, 0.064, 0.336, 0.080, 0.834, 0.208, 0.304, 0.266
00:05, dGU5_UUalPA, 0.075, 0.364, 0.096, 0.847, 0.230, 0.322, 0.286
00:06, dGU5_UUalPA, 0.084, 0.388, 0.104, 0.856, 0.246, 0.335, 0.300
00:06, dGU5_UUalPA, 0.090, 0.410, 0.121, 0.862, 0.266, 0.350, 0.316
00:06, dGU5_UUalPA, 0.095, 0.430, 0.135, 0.866, 0.283, 0.362, 0.330
00:06, dGU5_UUalPA, 0.101, 0.444, 0.275, 0.869, 0.359, 0.410, 0.390
00:06, dGU5_UUalPA, 0.106, 0.454, 0.373, 0.893, 0.414, 0.448, 0.434
00:06, dGU5_UUalPA, 0.112, 0.463, 0.379, 0.909, 0.421, 0.457, 0.442
00:06, dGU5_UUalPA, 0.117, 0.471, 0.357, 0.921, 0.414, 0.456, 0.439
00:06, dGU5_UUalPA, 0.123, 0.479, 0.323, 0.929, 0.401, 0.451, 0.431
00:06, dGU5_UUalPA, 0.128, 0.486, 0.291, 0.934, 0.388, 0.446, 0.423
00:06, dGU5_UUalPA, 0.132, 0.492, 0.265, 0.938, 0.379, 0.441, 0.416
00:06, dGU5_UUalPA, 0.135, 0.500, 0.241, 0.941, 0.370, 0.437, 0.410
00:06, dGU5_UUalPA, 0.140, 0.506, 0.217, 0.943, 0.362, 0.434, 0.405
00:06, dGU5_UUalPA, 0.148, 0.511, 0.193, 0.958, 0.352, 0.432, 0.400
00:06, dGU5_UUalPA, 0.157, 0.515, 0.173, 0.968, 0.344, 0.432, 0.397
00:06, dGU5_UUalPA, 0.172, 0.520, 0.152, 0.976, 0.336, 0.431, 0.393
00:06, dGU5_UUalPA, 0.194, 0.521, 0.132, 0.981, 0.327, 0.431, 0.389
00:07, dGU5_UUalPA, 0.232, 0.526, 0.115, 0.984, 0.321, 0.436, 0.390
00:07, dGU5_UUalPA, 0.274, 0.528, 0.105, 0.987, 0.317, 0.442, 0.392
00:07, dGU5_UUalPA, 0.313, 0.531, 0.104, 0.988, 0.317, 0.451, 0.397
00:07, dGU5_UUalPA, 0.342, 0.539, 0.091, 0.990, 0.315, 0.455, 0.399
00:07, dGU5_UUalPA, 0.357, 0.543, 0.092, 0.982, 0.317, 0.458, 0.402
00:07, dGU5_UUalPA, 0.370, 0.546, 0.103, 0.977, 0.325, 0.464, 0.408
00:07, dGU5_UUalPA, 0.370, 0.550, 0.094, 0.974, 0.322, 0.462, 0.406
00:07, dGU5_UUalPA, 0.377, 0.551, 0.068, 0.971, 0.310, 0.455, 0.397
00:07, dGU5_UUalPA, 0.387, 0.546, 0.047, 0.969, 0.297, 0.449, 0.388
00:07, dGU5_UUalPA, 0.397, 0.545, 0.033, 0.968, 0.289, 0.446, 0.384
00:07, dGU5_UUalPA, 0.405, 0.548, 0.023, 0.967, 0.286, 0.446, 0.382
00:07, dGU5_UUalPA, 0.408, 0.551, 0.016, 0.967, 0.284, 0.445, 0.381
00:07, dGU5_UUalPA, 0.419, 0.553, 0.011, 0.966, 0.282, 0.446, 0.380
00:07, dGU5_UUalPA, 0.425, 0.544, 0.008, 0.883, 0.276, 0.427, 0.367
00:07, dGU5_UUalPA, 0.429, 0.532, 0.006, 0.825, 0.269, 0.412, 0.355
00:07, dGU5_UUalPA, 0.440, 0.524, 0.004, 0.784, 0.264, 0.403, 0.348
00:08, dGU5_UUalPA, 0.454, 0.524, 0.003, 0.756, 0.264, 0.400, 0.346
00:08, dGU5_UUalPA, 0.458, 0.531, 0.002, 0.736, 0.267, 0.399, 0.346
00:08, dGU5_UUalPA, 0.459, 0.542, 0.001, 0.722, 0.272, 0.399, 0.348
00:08, dGU5_UUalPA, 0.459, 0.545, 0.001, 0.712, 0.273, 0.398, 0.348
00:08, dGU5_UUalPA, 0.457, 0.548, 0.001, 0.706, 0.274, 0.397, 0.348
00:08, dGU5_UUalPA, 0.449, 0.557, 0.000, 0.629, 0.279, 0.383, 0.341
00:08, dGU5_UUalPA, 0.423, 0.572, 0.000, 0.575, 0.286, 0.371, 0.337
00:08, dGU5_UUalPA, 0.371, 0.589, 0.000, 0.537, 0.295, 0.358, 0.333
00:08, dGU5_UUalPA, 0.325, 0.593, 0.000, 0.511, 0.296, 0.345, 0.326
00:08, dGU5_UUalPA, 0.277, 0.591, 0.000, 0.493, 0.295, 0.331, 0.317
00:08, dGU5_UUalPA, 0.240, 0.589, 0.000, 0.480, 0.295, 0.321, 0.310
00:08, dGU5_UUalPA, 0.214, 0.585, 0.022, 0.471, 0.304, 0.319, 0.313
00:08, dGU5_UUalPA, 0.196, 0.584, 0.038, 0.464, 0.311, 0.319, 0.315
00:08, dGU5_UUalPA, 0.197, 0.578, 0.067, 0.460, 0.322, 0.325, 0.324
00:08, dGU5_UUalPA, 0.222, 0.558, 0.067, 0.471, 0.313, 0.326, 0.321
00:08, dGU5_UUalPA, 0.258, 0.534, 0.049, 0.478, 0.292, 0.322, 0.310
00:08, dGU5_UUalPA, 0.306, 0.525, 0.034, 0.483, 0.280, 0.326, 0.307
00:09, dGU5_UUalPA, 0.346, 0.530, 0.036, 0.487, 0.283, 0.336, 0.315
00:09, dGU5_UUalPA, 0.377, 0.513, 0.025, 0.490, 0.269, 0.335, 0.309
00:09, dGU5_UUalPA, 0.415, 0.504, 0.017, 0.492, 0.261, 0.338, 0.307
00:09, dGU5_UUalPA, 0.451, 0.502, 0.018, 0.493, 0.260, 0.345, 0.311
00:09, dGU5_UUalPA, 0.476, 0.498, 0.014, 0.494, 0.256, 0.347, 0.311
00:09, dGU5_UUalPA, 0.482, 0.498, 0.019, 0.346, 0.258, 0.321, 0.296
00:09, dGU5_UUalPA, 0.492, 0.487, 0.013, 0.243, 0.250, 0.297, 0.278
00:09, dGU5_UUalPA, 0.506, 0.473, 0.009, 0.170, 0.241, 0.280, 0.264
00:09, dGU5_UUalPA, 0.531, 0.457, 0.009, 0.120, 0.233, 0.270, 0.255
00:09, dGU5_UUalPA, 0.553, 0.444, 0.006, 0.084, 0.225, 0.263, 0.248
00:09, dGU5_UUalPA, 0.574, 0.427, 0.004, 0.059, 0.216, 0.256, 0.240
00:09, dGU5_UUalPA, 0.586, 0.414, 0.003, 0.042, 0.209, 0.251, 0.234
00:09, dGU5_UUalPA, 0.562, 0.417, 0.002, 0.030, 0.210, 0.244, 0.230
00:09, dGU5_UUalPA, 0.521, 0.439, 0.024, 0.022, 0.231, 0.247, 0.241
00:10, dGU5_UUalPA, 0.469, 0.455, 0.051, 0.016, 0.253, 0.249, 0.251
00:10, dGU5_UUalPA, 0.415, 0.467, 0.066, 0.012, 0.267, 0.246, 0.254
00:10, dGU5_UUalPA, 0.377, 0.481, 0.085, 0.009, 0.283, 0.247, 0.261
00:10, dGU5_UUalPA, 0.353, 0.491, 0.112, 0.007, 0.302, 0.253, 0.272
00:10, dGU5_UUalPA, 0.332, 0.496, 0.128, 0.006, 0.312, 0.255, 0.278
